ID,Date_Shift,Pipe Size_Calculated,Date_Shift_Supervisor,Date_Shift_Supervisor_Helper,Production Supervisor,Input Date,Input Shift,Trolley no,Loading Time,Lava Temp,Homo Temp,TK Temp,Furnace Num,Temp Eject,Air time,Pipe Size,Size_actual,WT,Prod Rej,Prod Qty,Prod wt,Hour Cycle,Date for Output,Shift,QC Supervisor,QC Time,Accepted Pipes,Rejected Pipes,Check,Cavity,Cracks,R cracks,Ovality,Others,Accepted Wt,Rejected Wt,% R,Status
874b1052,46110_l,386x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,25,08:30:00,1099,1210,810,F2,818,30,asd143430,386,38,0,2,76,1.151273148,30-03-2026,ll,Jadhav sahil,12:07:50,2,0,Ok,0,,,,,76,0,0.00%,QC Checked
16f89877,46110_l,336x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,25,08:30:00,1099,1210,810,F2,818,30,asd961942,336,34,0,2,68,1.151724537,30-03-2026,ll,Jadhav sahil,12:08:29,2,0,Ok,0,,,,,68,0,0.00%,QC Checked
cc22b0bb,46110_l,253x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,25,08:30:00,1099,1210,810,F2,818,30,asd666794,253,26,0,4,104,1.151875,30-03-2026,ll,Jadhav sahil,12:08:42,4,0,Ok,,0,,,,104,0,0.00%,QC Checked
37f3c2a6,46110_l,550x350x50,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,25,08:30:00,1099,1210,810,F2,818,30,asd534811,550,32,0,2,64,1.152071759,30-03-2026,ll,Jadhav sahil,12:08:59,2,0,Ok,0,,,,,64,0,0.00%,QC Checked
25e11e91,46110_l,489x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,26,09:30:00,1099,1210,805,F2,818,32,asd636462,489,48,0,4,192,1.110636574,30-03-2026,ll,Jadhav sahil,12:09:19,2,2,Ok,,1,,1,,96,96,50.00%,QC Checked
8ed07249,46110_l,436x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,26,09:30:00,1099,1210,805,F2,818,30,asd221530,436,43,0,8,344,1.111099537,30-03-2026,ll,Jadhav sahil,12:09:59,6,2,Ok,,,,2,,258,86,25.00%,QC Checked
546fcb8e,46110_l,386x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,26,09:30:00,1099,1210,805,F2,818,30,asd143430,386,38,0,4,152,1.111377315,30-03-2026,ll,Jadhav sahil,12:10:23,2,2,Ok,,,,2,,76,76,50.00%,QC Checked
7d7ca9b6,46110_l,336x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,26,09:30:00,1099,1210,805,F2,818,30,asd961942,336,34,0,4,136,1.111678241,30-03-2026,ll,Jadhav sahil,12:10:49,3,1,Ok,,,,1,,102,34,25.00%,QC Checked
68cb118b,46110_l,253x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,26,09:30:00,1099,1210,805,F2,818,30,5fc89043,253,26,0,7,182,1.111840278,30-03-2026,ll,Jadhav sahil,12:11:03,5,2,Ok,,1,,1,,130,52,28.57%,QC Checked
a5635a08,46110_l,550x350x50,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,26,09:30:00,1099,1210,805,F2,818,30,asd534811,550,32,0,2,64,1.112060185,30-03-2026,ll,Jadhav sahil,12:11:22,1,1,Ok,,1,,,0,32,32,50.00%,QC Checked
8f383f37,46110_l,250x350x50,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,26,09:30:00,1099,1210,805,F2,818,30,asd685787,250,15,0,1,15,1.112233796,30-03-2026,ll,Jadhav sahil,12:11:37,0,1,Ok,,1,,,,0,15,100.00%,QC Checked
bc03d276,46110_l,489x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,27,10:20:00,1118,1210,805,F2,813,32,asd636462,489,48,0,4,192,1.08,30-03-2026,lll,Kanase Suraj,12:15:12,1,3,Ok,,2,1,,,48,144,75.00%,QC Checked
3567ea5b,46110_l,436x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,27,10:20:00,1118,1210,805,F2,813,30,asd221530,436,43,0,8,344,1.080868056,30-03-2026,lll,Kanase Suraj,12:16:27,5,3,Ok,,3,,,,215,129,37.50%,QC Checked
8fbc6454,46110_l,386x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,27,10:20:00,1118,1210,805,F2,813,30,asd143430,386,38,0,4,152,1.081203704,30-03-2026,lll,Kanase Suraj,12:16:56,4,0,Ok,,0,,,,152,0,0.00%,QC Checked
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b432a5ce,46110_l,253x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,27,10:20:00,1118,1210,805,F2,813,30,5fc89043,253,26,0,7,182,1.082002315,30-03-2026,lll,Kanase Suraj,12:18:05,7,0,Ok,,0,0,,,182,0,0.00%,QC Checked
991fa2fc,46110_l,550x350x50,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,27,10:20:00,1118,1210,805,F2,813,30,asd534811,550,32,0,2,64,1.082291667,30-03-2026,lll,Kanase Suraj,12:18:30,2,0,Ok,,,,0,,64,0,0.00%,QC Checked
84a031b3,46110_l,489x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,28,11:10:00,1118,1210,805,F2,806,32,asd636462,489,48,0,3,144,1.122418981,30-03-2026,lll,Kanase Suraj,14:06:17,0,3,Ok,,1,2,,,0,144,100.00%,QC Checked
5a1f6334,46110_l,436x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,28,11:10:00,1118,1210,805,F2,806,30,asd221530,436,43,0,6,258,1.123344907,30-03-2026,lll,Kanase Suraj,14:07:37,6,0,Ok,,0,,,,258,0,0.00%,QC Checked
5a2c5b5f,46110_l,386x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,28,11:10:00,1118,1210,805,F2,806,30,asd143430,386,38,0,3,114,1.123784722,30-03-2026,lll,Kanase Suraj,14:08:15,3,0,Ok,,0,,,,114,0,0.00%,QC Checked
8f46f82a,46110_l,336x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,28,11:10:00,1118,1210,805,F2,806,30,asd961942,336,34,0,4,136,1.12400463,30-03-2026,lll,Kanase Suraj,14:08:34,3,1,Ok,,1,,,,102,34,25.00%,QC Checked
a27714b8,46110_l,253x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,28,11:10:00,1118,1210,805,F2,806,30,asd666794,253,26,0,5,130,1.124236111,30-03-2026,lll,Kanase Suraj,14:08:54,5,0,Ok,,,0,,,130,0,0.00%,QC Checked
fa7856ec,46110_l,550x350x50,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,28,11:10:00,1118,1210,805,F2,806,30,asd534811,550,32,0,1,32,1.124502315,30-03-2026,lll,Kanase Suraj,14:09:17,0,1,Ok,,,,,1,0,32,100.00%,QC Checked
4083ad09,46110_l,489x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,29,12:10:00,1118,1210,805,F2,806,32,asd636462,489,48,0,4,192,1.083009259,30-03-2026,lll,Kanase Suraj,14:09:32,1,3,Ok,,,2,1,,48,144,75.00%,QC Checked
90a7af0b,46110_l,436x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,29,12:10:00,1118,1210,805,F2,806,30,asd221530,436,43,,8,344,1.083414352,30-03-2026,lll,Kanase Suraj,14:10:07,6,2,Ok,,1,1,,,258,86,25.00%,QC Checked
cfeaeeba,46110_l,386x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,29,12:10:00,1118,1210,805,F2,806,30,asd143430,386,38,0,4,152,1.08369213,30-03-2026,lll,Kanase Suraj,14:10:31,4,0,Ok,,,0,,,152,0,0.00%,QC Checked
4c05703e,46110_l,336x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,29,12:10:00,1118,1210,805,F2,806,30,asd961942,336,34,0,4,136,1.083969907,30-03-2026,lll,Kanase Suraj,14:10:55,4,0,Ok,,,0,,,136,0,0.00%,QC Checked
0b8a4426,46110_l,253x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,29,12:10:00,1118,1210,805,F2,806,30,asd666794,253,26,0,8,208,1.084282407,30-03-2026,lll,Kanase Suraj,14:11:22,8,0,Ok,,,0,,,208,0,0.00%,QC Checked
678d4642,46110_l,550x350x50,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,29,12:10:00,1118,1210,805,F2,806,30,asd534811,550,32,,1,32,1.084594907,30-03-2026,lll,Kanase Suraj,14:11:49,1,0,Ok,,,,0,,32,0,0.00%,QC Checked
a0accc37,46110_l,250x350x50,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,29,12:10:00,1118,1210,805,F2,806,30,asd685787,250,15,0,1,15,1.084803241,30-03-2026,lll,Kanase Suraj,14:12:07,1,0,Ok,,,0,,,15,0,0.00%,QC Checked
51918ed5,46110_l,489x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,30,13:10:00,1118,1210,805,F2,806,32,asd636462,489,48,0,2,96,1.043298611,30-03-2026,lll,Kanase Suraj,14:12:21,0,2,Ok,,,,2,,0,96,100.00%,QC Checked
83395c0a,46110_l,436x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,30,13:10:00,1118,1210,805,F2,806,30,asd221530,436,43,0,4,172,1.043773148,30-03-2026,lll,Kanase Suraj,14:13:02,4,0,Ok,,0,,,,172,0,0.00%,QC Checked
6bd833d4,46110_l,386x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,30,13:10:00,1118,1210,805,F2,806,30,asd143430,386,38,0,2,76,1.044178241,30-03-2026,lll,Kanase Suraj,14:13:37,1,1,Ok,,1,,,,38,38,50.00%,QC Checked
5102324a,46110_l,336x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,30,13:10:00,1118,1210,805,F2,806,30,asd961942,336,34,0,2,68,1.044467593,30-03-2026,lll,Kanase Suraj,14:14:02,2,0,Ok,,,0,,,68,0,0.00%,QC Checked
f5712e8e,46110_l,253x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,30,13:10:00,1118,1210,805,F2,806,30,5fc89043,253,26,0,3,78,1.044768519,30-03-2026,lll,Kanase Suraj,14:14:28,3,0,Ok,,,0,0,,78,0,0.00%,QC Checked
b6285945,46110_l,489x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,31,14:10:00,1118,1210,805,F2,806,32,asd636462,489,48,0,4,192,1.037199074,30-03-2026,lll,Kanase Suraj,15:03:34,0,4,Ok,,,1,3,,0,192,100.00%,QC Checked
07b956e5,46110_l,436x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,31,14:10:00,1118,1210,805,F2,806,30,asd221530,436,43,0,8,344,1.038090278,30-03-2026,lll,Kanase Suraj,15:04:51,6,2,Ok,,,,2,,258,86,25.00%,QC Checked
af28910b,46110_l,386x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,31,14:10:00,1118,1210,805,F2,806,30,asd143430,386,38,0,4,152,1.038449074,30-03-2026,lll,Kanase Suraj,15:05:22,1,3,Ok,,,,3,,38,114,75.00%,QC Checked
e4914e17,46110_l,336x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,31,14:10:00,1118,1210,805,F2,806,30,asd961942,336,34,0,4,136,1.038715278,30-03-2026,lll,Kanase Suraj,15:05:45,3,1,Ok,,1,,,,102,34,25.00%,QC Checked
8061b7f4,46110_l,253x500x20,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,31,14:10:00,1118,1210,805,F2,806,30,asd666794,253,26,0,8,208,1.039143519,30-03-2026,lll,Kanase Suraj,15:06:22,7,1,Ok,,1,,,,182,26,12.50%,QC Checked
52ca6e1a,46110_l,550x350x50,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,31,14:10:00,1118,1210,805,F2,806,30,asd534811,550,32,0,1,32,1.039386574,30-03-2026,lll,Kanase Suraj,15:06:43,1,0,Ok,,,0,,,32,0,0.00%,QC Checked
cb8d8392,46110_l,250x350x50,990ae013,29-03-2026_l_Dhumal K.V.,Dhumal K.V.,29-03-2026,l,31,14:10:00,1118,1210,805,F2,806,30,asd685787,250,15,0,2,30,1.0396875,30-03-2026,lll,Kanase Suraj,15:07:09,2,0,Ok,,,0,,,30,0,0.00%,QC Checked
d79549cc,46110_ll,489x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,32,15:10:00,1147,1210,805,F2,789,32,asd636462,489,48,,2,96,1.033391204,30-03-2026,lll,Kanase Suraj,15:58:05,1,1,Ok,,,,1,,48,48,50.00%,QC Checked
b6e3d3aa,46110_ll,489x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,33,16:00:00,1147,1210,805,F2,789,32,asd636462,489,48,,4,192,1.026145833,30-03-2026,lll,Kanase Suraj,16:37:39,0,4,Ok,,,,4,,0,192,100.00%,QC Checked
eacff304,46110_ll,436x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,33,16:00:00,1147,1210,805,F2,789,30,asd221530,436,43,,9,387,1.031631944,30-03-2026,lll,Kanase Suraj,16:45:33,8,1,Ok,,1,,,,344,43,11.11%,QC Checked
e9fb5c8d,46110_ll,386x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,33,16:00:00,1147,1210,805,F2,789,30,asd143430,386,38,,4,152,1.031967593,30-03-2026,lll,Kanase Suraj,16:46:02,3,1,Ok,,1,,,,114,38,25.00%,QC Checked
d2a1d8d1,46110_ll,336x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,33,16:00:00,1147,1210,805,F2,789,30,asd961942,336,34,,4,136,1.032164352,30-03-2026,lll,Kanase Suraj,16:46:19,4,0,Ok,,0,,,,136,0,0.00%,QC Checked
ba2615ae,46110_ll,253x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,33,16:00:00,1147,1210,805,F2,789,30,5fc89043,253,26,,8,208,1.032361111,30-03-2026,lll,Kanase Suraj,16:46:36,7,1,Ok,,1,,,,182,26,12.50%,QC Checked
f2722554,46110_ll,550x350x50,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,33,16:00:00,1147,1210,805,F2,789,30,asd534811,550,32,,2,64,1.032604167,30-03-2026,lll,Kanase Suraj,16:46:57,2,0,Ok,,0,,,,64,0,0.00%,QC Checked
efa85c17,46110_ll,436x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,32,15:10:00,,,,F2,,30,asd221530,436,43,,4,172,1.068854167,30-03-2026,lll,Kanase Suraj,16:49:09,4,0,Ok,,0,,,,172,0,0.00%,QC Checked
aab706fb,46110_ll,386x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,32,15:10:00,,,,F2,,30,asd143430,386,38,,2,76,1.06931713,30-03-2026,lll,Kanase Suraj,16:49:49,2,0,Ok,,,0,,,76,0,0.00%,QC Checked
5f42a4e7,46110_ll,336x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,32,15:10:00,,,,F2,,30,asd961942,336,34,,2,68,1.069699074,30-03-2026,lll,Kanase Suraj,16:50:22,2,0,Ok,,0,,,,68,0,0.00%,QC Checked
acafeaba,46110_ll,253x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,32,15:10:00,,,,F2,,30,5fc89043,253,26,,4,104,1.070092593,30-03-2026,lll,Kanase Suraj,16:50:56,3,1,Ok,,1,,,,78,26,25.00%,QC Checked
5880269d,46110_ll,550x350x50,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,32,16:51:00,,,,F2,,,asd534811,550,32,,0,0,1.000300926,30-03-2026,lll,Kanase Suraj,16:51:26,0,0,Ok,,0,,,,0,0,0.00%,QC Checked
e05169c3,46110_ll,250x350x50,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,32,15:10:00,,,,F2,,30,asd685787,250,15,,1,15,1.070844907,30-03-2026,lll,Kanase Suraj,16:52:01,0,1,Ok,,1,,,,0,15,100.00%,QC Checked
b667868d,46110_ll,489x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,34,16:50:00,,,,F2,,32,asd636462,489,48,,3,144,1.028738426,30-03-2026,lll,Kanase Suraj,17:31:23,0,3,Ok,,2,,1,,0,144,100.00%,QC Checked
1b64c148,46110_ll,436x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,34,16:50:00,1148,1210,805,F2,765,30,asd221530,436,43,,6,258,1.04212963,30-03-2026,lll,Kanase Suraj,17:50:40,6,0,Ok,0,,,,,258,0,0.00%,QC Checked
8076d64a,46110_ll,386x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,34,16:50:00,1148,1210,805,F2,765,30,asd143430,386,38,,2,76,1.042592593,30-03-2026,lll,Kanase Suraj,17:51:20,2,0,Ok,,,0,,,76,0,0.00%,QC Checked
c8a6b59b,46110_ll,336x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,34,16:50:00,1148,1210,805,F2,765,30,asd961942,336,34,,2,68,1.042847222,30-03-2026,lll,,17:51:42,2,0,Ok,0,,,,,68,0,0.00%,QC Checked
55fe6697,46110_ll,253x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,34,16:50:00,1148,1210,805,F2,765,30,5fc89043,253,26,,4,104,1.043043981,30-03-2026,lll,Kanase Suraj,17:51:59,4,0,Ok,,,,0,,104,0,0.00%,QC Checked
b3e4fcef,46110_ll,550x350x50,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,34,16:50:00,1148,1210,805,F2,765,30,asd534811,550,32,,1,32,1.043229167,30-03-2026,lll,Kanase Suraj,17:52:15,1,0,Ok,,,,0,,32,0,0.00%,QC Checked
e924b507,46110_l,489x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,l,35,17:40:00,1148,1210,805,F2,765,32,asd636462,489,48,,5,240,1.555555556,31-03-2026,ll,Nanavare S D,07:00:00,2,3,Ok,,2,,1,,96,144,60.00%,QC Checked
c0a61f8e,46110_ll,436x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,35,17:40:00,,,,F2,,30,asd221530,436,43,,9,387,1.555555556,31-03-2026,l,Nanavare S D,07:00:00,7,2,Ok,,1,,1,,301,86,22.22%,QC Checked
f2bd5803,46110_ll,386x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,35,17:40:00,,,,F2,,30,asd143430,386,38,,3,114,1.555555556,31-03-2026,l,Nanavare S D,07:00:00,3,0,Ok,0,0,0,0,,114,0,0.00%,QC Checked
067a0a52,46110_ll,336x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,35,17:40:00,,,,F2,,30,asd961942,336,34,,3,102,1.555555556,31-03-2026,l,Nanavare S D,07:00:00,3,0,Ok,0,0,0,0,,102,0,0.00%,QC Checked
7a7d2cc1,46110_ll,253x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,35,17:40:00,,,,F2,,30,5fc89043,253,26,,7,182,1.555555556,31-03-2026,l,Nanavare S D,07:00:00,7,0,Ok,0,0,0,0,,182,0,0.00%,QC Checked
ca3886bc,46110_ll,550x350x50,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,35,17:40:00,,,,F2,,30,asd534811,550,32,,2,64,1.555555556,31-03-2026,l,Nanavare S D,07:00:00,0,2,Ok,0,0,0,0,2,0,64,100.00%,QC Checked
52b2f342,46110_ll,250x350x50,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,35,17:40:00,,,,F2,,30,asd685787,250,15,,1,15,1.555555556,31-03-2026,l,Nanavare S D,07:00:00,1,0,Ok,0,0,0,0,,15,0,0.00%,QC Checked
bd69718a,46110_ll,489x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,36,18:30:00,1127,1210,805,F2,829,32,asd636462,489,48,,3,144,1.555555556,31-03-2026,l,Nanavare S D,07:50:00,0,3,Ok,0,1,,2,,0,144,100.00%,QC Checked
85c0e691,46110_ll,436x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,36,18:30:00,1127,1210,805,F2,829,32,asd221530,436,43,,6,258,1.555555556,31-03-2026,l,Nanavare S D,07:50:00,5,1,Ok,0,0,0,1,,215,43,16.67%,QC Checked
65d373ec,46110_ll,386x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,36,18:30:00,1127,1210,805,F2,829,32,asd143430,386,38,,3,114,1.555555556,31-03-2026,l,Nanavare S D,07:50:00,3,0,Ok,0,0,0,0,,114,0,0.00%,QC Checked
b5d4b831,46110_ll,336x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,36,18:30:00,1127,1210,805,F2,829,30,asd961942,336,34,,3,102,1.555555556,31-03-2026,l,Nanavare S D,07:50:00,2,1,Ok,0,1,0,0,,68,34,33.33%,QC Checked
c1f4b755,46110_ll,253x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,36,18:30:00,1127,1210,805,F2,829,30,5fc89043,253,26,,6,156,1.555555556,31-03-2026,l,Nanavare S D,07:50:00,6,0,Ok,0,0,0,0,,156,0,0.00%,QC Checked
a0207f4c,46110_ll,489x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,37,19:20:00,,,,F2,,,asd636462,489,48,,4,192,1.555555556,31-03-2026,l,Nanavare S D,08:40:00,2,2,Ok,0,0,0,2,,96,96,50.00%,QC Checked
37bc7a80,46110_ll,436x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,37,19:20:00,,,,F2,,,asd221530,436,43,,7,301,1.555555556,31-03-2026,l,Nanavare S D,08:40:00,5,2,Ok,0,1,0,1,,215,86,28.57%,QC Checked
a2f06eb3,46110_ll,386x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,37,19:20:00,,,,F2,,,asd143430,386,38,,4,152,1.555555556,31-03-2026,l,Nanavare S D,08:40:00,3,1,Ok,0,0,0,1,,114,38,25.00%,QC Checked
069eeed8,46110_ll,336x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,37,19:20:00,,,,F2,,,asd961942,336,34,,4,136,1.555555556,31-03-2026,l,Nanavare S D,08:40:00,3,1,Ok,0,0,0,1,,102,34,25.00%,QC Checked
43900d45,46110_ll,253x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,37,19:20:00,,,,F2,,,5fc89043,253,26,,7,182,1.555555556,31-03-2026,l,Nanavare S D,08:40:00,6,1,Ok,0,1,0,0,,156,26,14.29%,QC Checked
a8e92a8e,46110_ll,489x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,38,20:10:00,,,,F2,,32,asd636462,489,48,,5,240,1.555555556,31-03-2026,l,Nanavare S D,09:30:00,2,3,Ok,0,1,0,2,,96,144,60.00%,QC Checked
a554f68f,46110_ll,436x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,38,20:10:00,,,,F2,,32,asd221530,436,43,,8,344,2.055555556,31-03-2026,l,Nanavare S D,21:30:00,5,3,Ok,0,2,0,1,,215,129,37.50%,QC Checked
0b2378ec,46110_ll,386x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,38,20:10:00,,,,F2,,30,asd143430,386,38,,4,152,1.555555556,31-03-2026,l,Nanavare S D,09:30:00,2,2,Ok,0,1,0,1,,76,76,50.00%,QC Checked
5c86a42d,46110_ll,336x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,38,20:10:00,,,,F2,,30,asd961942,336,34,,4,136,1.555555556,31-03-2026,l,Nanavare S D,09:30:00,3,1,Ok,0,0,0,1,,102,34,25.00%,QC Checked
cb0ee2fe,46110_ll,253x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,38,20:10:00,,,,F2,,30,5fc89043,253,26,,8,208,1.555555556,31-03-2026,l,Nanavare S D,09:30:00,8,0,Ok,0,0,0,0,,208,0,0.00%,QC Checked
0b4b3d55,46110_ll,489x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,39,21:00:00,,,,F2,,32,asd636462,489,48,,3,144,1.555555556,31-03-2026,l,Nanavare S D,10:20:00,1,2,Ok,0,1,0,1,,48,96,66.67%,QC Checked
a312a492,46110_ll,436x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,39,21:00:00,,,,F2,,30,asd221530,436,43,,6,258,1.555555556,31-03-2026,l,Nanavare S D,10:20:00,3,3,Ok,0,2,0,1,,129,129,50.00%,QC Checked
dd0a4110,46110_ll,386x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,39,21:00:00,,,,F2,,30,asd143430,386,38,,3,114,1.555555556,31-03-2026,l,Nanavare S D,10:20:00,2,1,Ok,0,0,0,1,,76,38,33.33%,QC Checked
9367f342,46110_ll,336x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,39,21:00:00,,,,F2,,30,asd961942,336,34,,3,102,1.555555556,31-03-2026,l,Nanavare S D,10:20:00,2,1,Ok,0,1,0,0,,68,34,33.33%,QC Checked
6f24411a,46110_ll,253x500x20,2979aa09,29-03-2026_ll_Bankar D.M.,Bankar D.M.,29-03-2026,ll,39,21:00:00,,,,F2,,30,5fc89043,253,26,,5,130,1.555555556,31-03-2026,l,Nanavare S D,10:20:00,5,0,Ok,0,0,0,0,,130,0,0.00%,QC Checked
